step,episode,ep_return,epsilon
46099,614,-784.0980,0.8540
46143,615,-372.5200,0.8539
46229,616,-137.8200,0.8536
46325,617,-544.1640,0.8533
46404,618,-454.9730,0.8531
46476,619,-280.1100,0.8528
46579,620,-607.9410,0.8525
46672,621,-209.2330,0.8522
46760,622,-498.4350,0.8519
46822,623,-192.1130,0.8517
46885,624,-283.5510,0.8515
46964,625,-526.1430,0.8513
47004,626,-224.3020,0.8512
47080,627,-225.8270,0.8509
47162,628,-628.3400,0.8507
47253,629,-92.1230,0.8504
47346,630,166.7950,0.8501
47440,631,-118.9230,0.8498
47517,632,-507.5700,0.8495
47609,633,-336.1950,0.8492
47692,634,-330.0680,0.8490
47778,635,-440.2850,0.8487
47885,636,-284.3160,0.8484
47937,637,-325.5400,0.8482
48014,638,-43.4920,0.8480
48105,639,-294.1380,0.8477
48175,640,-114.9230,0.8474
48297,641,-528.2830,0.8471
48397,642,-102.4290,0.8467
48487,643,-343.3630,0.8465
48568,644,-232.3810,0.8462
48657,645,-54.0040,0.8459
48735,646,-218.4250,0.8457
48831,647,-361.2640,0.8454
48902,648,-196.3930,0.8451
48990,649,-755.4000,0.8449
49072,650,-576.7350,0.8446
49180,651,-533.4540,0.8443
49244,652,-296.1880,0.8441
49340,653,56.9230,0.8438
49435,654,-278.2800,0.8435
49507,655,-211.0490,0.8432
49589,656,-108.8450,0.8430
49703,657,-64.7270,0.8426
49795,658,-692.8800,0.8423
49868,659,-302.8700,0.8421
49934,660,-944.9980,0.8419
50023,661,-149.2940,0.8416
50147,662,-78.7920,0.8412
50267,663,-439.5160,0.8408
50332,664,-155.1780,0.8406
50406,665,-262.6440,0.8404
50500,666,-108.5980,0.8401
50563,667,-185.3830,0.8399
50661,668,-514.6860,0.8396
50735,669,-198.4070,0.8393
50804,670,-355.1810,0.8391
50877,671,-277.2180,0.8389
50957,672,-943.0570,0.8386
51062,673,-159.5360,0.8383
51138,674,-354.2370,0.8381
51224,675,-949.4340,0.8378
51297,676,-266.7760,0.8376
51378,677,-232.3670,0.8373
51463,678,-236.0730,0.8370
51574,679,-656.5410,0.8367
51675,680,-92.2470,0.8364
51744,681,-483.6840,0.8361
51838,682,-449.5770,0.8358
51922,683,-492.8230,0.8356
51994,684,-465.7110,0.8354
52092,685,168.2490,0.8350
52184,686,-413.1110,0.8348
52290,687,-242.5370,0.8344
52375,688,-331.0130,0.8341
52426,689,-481.7790,0.8340
52520,690,-188.6500,0.8337
52590,691,-132.1820,0.8335
52678,692,-175.7960,0.8332
52760,693,-282.3560,0.8329
52859,694,-179.5830,0.8326
52939,695,-332.1540,0.8324
53016,696,-316.5920,0.8321
53117,697,-660.0140,0.8318
53203,698,-689.5500,0.8315
53317,699,-218.0020,0.8312
53421,700,-219.4080,0.8308
53486,701,-367.5140,0.8306
53556,702,-230.1380,0.8304
53616,703,-278.3690,0.8302
53694,704,-190.0390,0.8300
53772,705,-5.3090,0.8297
53856,706,-321.8520,0.8295
53941,707,-878.6020,0.8292
54005,708,-193.8290,0.8290
54093,709,-191.1620,0.8287
54170,710,-394.4150,0.8285
54263,711,-193.7450,0.8282
54394,712,-301.2410,0.8278
54468,713,-129.8320,0.8275
54551,714,-489.0060,0.8273
54613,715,-635.0080,0.8271
54701,716,-254.0220,0.8268
54771,717,-134.3960,0.8266
54848,718,-219.7140,0.8263
54915,719,-243.5350,0.8261
54977,720,-368.5630,0.8259
55029,721,-299.8450,0.8257
55131,722,22.7990,0.8254
55225,723,-178.0200,0.8251
55314,724,-607.8710,0.8248
55389,725,-216.9810,0.8246
55478,726,-192.0650,0.8243
55529,727,-307.3600,0.8242
55625,728,-472.7630,0.8239
55702,729,-266.4320,0.8236
55770,730,-527.3670,0.8234
55876,731,-611.1330,0.8231
55975,732,87.3650,0.8227
56092,733,-449.7960,0.8224
56186,734,-601.4800,0.8221
56313,735,-577.1410,0.8217
56388,736,-427.7800,0.8214
56493,737,-739.0230,0.8211
56577,738,-401.7130,0.8208
56690,739,-160.9250,0.8205
56759,740,-533.1720,0.8203
56849,741,-515.3650,0.8200
56937,742,-305.3770,0.8197
57015,743,-160.5340,0.8195
57118,744,-655.3500,0.8191
57199,745,-831.2260,0.8189
57265,746,-477.1390,0.8187
57349,747,-404.6930,0.8184
57445,748,-316.1380,0.8181
57539,749,-235.9300,0.8178
57676,750,45.9550,0.8174
57796,751,-59.6930,0.8170
57924,752,-311.0240,0.8166
58013,753,-702.5600,0.8163
58128,754,61.7380,0.8159
58248,755,-391.2630,0.8156
